,max_vertex_degree,min_vertex_degree,mean_vertex_degree,std_dev_vertex_degree,one_norm,max_weight,min_weight,mean_weight,std_dev_weight,max_edge_order,min_edge_order,mean_edge_order,std_dev_edge_order,number_of_terms,log_fci_dim,n_elec,n_orbs,df_rank,df_gap,problem_instance_uuid,problem_instance_short_name,task_uuid,instance_data_object_uuid,instance_data_object_file_name,instance_data_object_url,date_of_calculation,version_of_features_calculation_script,ham_features_calc_time,SHCI_opt-(2dde),DF_QPE-(2610),SHCI_pt_1e-4-(4ed5),SHCI_var_1e-4-(7e73),SHCI_pt_2e-4-(ad96),SHCI_pt_2e-5-(c71b),SHCI_pt_5e-5-(d626),SHCI_var_2e-4-(0db1),SHCI_var_2e-5-(86bf),SHCI_var_5e-5-(0194),DF_QPE-(5dad),CISD-(418f),HF-(5f5e),MP2-(b420),CCSD-(0a29),CCSD(T)-(c092),DF_QPE-(5d76),DF_QPE-(f6b3),DF_QPE-(4b07),DMRG_Niagara_cluster_lowest_energy-(1653)
76,25,9,20.0,5.196152423,80.0,3.0,0.5,1.0,1.0,13,1,4.0,3.376388603,81,6.008259415,8,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,5b8ca880-1666-4305-83d8-ff0882f875ce,387e4f43-b06a-48d0-bd84-113980aae15d,FCIDUMP_L_16_Nf_4_U_6.0_ms_2.387e4f43-b06a-48d0-bd84-113980aae15d,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_4_U_6.0_ms_2.387e4f43-b06a-48d0-bd84-113980aae15d.gz,17:35.9,1,0.028545,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
77,491736,51434,396711.963,123251.6559,1458.490292,13.58586287,1e-08,0.001598968,0.063081762,53,1,23.48579009,10.68470051,912146,17.97396306,16,54,522,23.44578511,05abb33d-ecea-406f-8832-31a814b26dfd,Fe_0,5b8f4746-a08b-4ec5-92e2-ce55cc2fdb75,133ec573-3d06-4582-b2f5-8afe8be8dbe3,fcidump.Fe0_vdz.133ec573-3d06-4582-b2f5-8afe8be8dbe3,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Fe0_vdz.133ec573-3d06-4582-b2f5-8afe8be8dbe3.gz,43:26.7,1,1971.522489,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78,25,9,20.0,5.196152423,80.0,3.0,0.5,1.0,1.0,13,1,4.0,3.376388603,81,7.280565259,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,5c16cc3c-7fae-48ff-acf1-80cefb5da544,a238383a-5a6e-4556-9177-f1517f9dba23,FCIDUMP_L_16_Nf_5_U_6.0_ms_0.a238383a-5a6e-4556-9177-f1517f9dba23,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_6.0_ms_0.a238383a-5a6e-4556-9177-f1517f9dba23.gz,17:49.3,1,0.041552,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
79,1097078,148316,897203.2593,271468.7428,1729.238622,12.19178573,1e-08,0.000844409,0.038855049,54,1,23.65823986,10.68771863,2047870,15.51725971,14,54,517,20.63391838,b8fe08a4-82fe-4636-9812-b1e0666f95b5,Cr_0,5d85532e-9116-48a1-9810-7925c9ed9c57,be2e7f6c-ccba-45ce-a42b-bd1d828b2d18,fcidump.Cr0_vdz.be2e7f6c-ccba-45ce-a42b-bd1d828b2d18,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cr0_vdz.be2e7f6c-ccba-45ce-a42b-bd1d828b2d18.gz,04:19.5,1,2344.553517,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False
80,5597621,377751,4527703.191,1435865.919,13404.53856,51.08759495,1e-08,0.001238746,0.081530947,115,1,48.11783349,22.91518839,10821059,16.37208178,10,115,1446,33.17289767,9b8083ab-ea59-47db-894c-95a0d2ba3cb6,h2_o_0,5e576716-0df8-4712-8f03-ea1ac3808e35,26e93a92-0fb0-43bf-9c8d-6b97eb974d27,fcidump.h2_o_cc-pVQZ.26e93a92-0fb0-43bf-9c8d-6b97eb974d27,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_o_cc-pVQZ.26e93a92-0fb0-43bf-9c8d-6b97eb974d27.gz,56:42.9,1,14787.09215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,25,9,20.0,5.196152423,96.0,4.0,0.5,1.2,1.4,13,1,4.0,3.376388603,81,7.280565259,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,5ed34541-f69a-4ca7-8779-cdb79c36d135,8918cb29-a347-4e7c-8560-062dc55d8184,FCIDUMP_L_16_Nf_5_U_8.0_ms_0.8918cb29-a347-4e7c-8560-062dc55d8184,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_8.0_ms_0.8918cb29-a347-4e7c-8560-062dc55d8184.gz,17:28.0,1,0.029269,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
82,521482,61124,422932.3333,127475.931,2007.518608,16.09992945,1e-08,0.002060716,0.068634574,54,1,23.44354101,10.75353444,974186,19.45148626,18,54,518,28.13610018,d5c7ab73-dfc1-499e-9027-601476004107,Cu_1,5f5fee92-5821-4d38-a54a-d204660f205f,6facf2d4-6cb3-49b6-8b66-3bd21c1461ec,fcidump.Cu1_vdz.6facf2d4-6cb3-49b6-8b66-3bd21c1461ec,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cu1_vdz.6facf2d4-6cb3-49b6-8b66-3bd21c1461ec.gz,59:35.3,1,1125.321046,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
83,88154,13732,71031.04762,22039.50414,685.7857963,5.883589355,1e-08,0.004277419,0.065834654,42,1,18.60762068,8.066144258,160328,19.26300146,22,42,415,5.509457383,3987b2dd-25bc-44e2-b516-dbc3f670a9c3,c_o2_0,615c9d78-2b84-4c7b-ab6b-ba05b188f50a,b45cfaee-dd16-4f80-963d-ab0f9cc4dab5,fcidump.c_o2_cc-pVDZ.b45cfaee-dd16-4f80-963d-ab0f9cc4dab5,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c_o2_cc-pVDZ.b45cfaee-dd16-4f80-963d-ab0f9cc4dab5.gz,32:42.9,1,306.087092,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
84,567506,52412,453803.5,145031.5235,982.9283584,18.57801342,1.01e-08,0.000921878,0.034743798,68,1,28.94198405,13.33815832,1066225,24.37111719,22,68,714,3.222578754,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,na2_0,620e9ff4-07bf-4767-9237-d39aa659b8e5,c288da42-cf53-4437-a310-24bf3e35e008,fcidump.na2_cc-pVTZ.c288da42-cf53-4437-a310-24bf3e35e008,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVTZ.c288da42-cf53-4437-a310-24bf3e35e008.gz,28:54.7,1,1952.975302,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
85,155823,32827,129041.0606,36777.97638,264.2270434,1.438250059,1.01e-08,0.000944218,0.01316761,33,1,15.21726934,6.493319816,279838,16.57352675,44,33,515,4.737882651,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,ru_macho,6346b7fe-a4a5-4b10-a79b-706d4339923e,496aaf89-2cdf-43cf-8b25-246e915cc8b5,fcidump.1_ru_macho_noncan_0.2_new.496aaf89-2cdf-43cf-8b25-246e915cc8b5,sftp://sftp.l3harris.com/gsee/fcidump.1_ru_macho_noncan_0.2_new.496aaf89-2cdf-43cf-8b25-246e915cc8b5.gz,22:05.5,1,314.946763,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
86,1822408,157754,1467648.737,462245.7097,3223.974868,14.70821304,1e-08,0.000935432,0.043991351,76,1,32.36355153,14.94154548,3446511,22.25523498,19,76,903,18.99985212,bcc86483-2a7e-4271-b6fc-238ef5e682f6,VO_0,63c089b2-1940-4301-89d6-93ecc98c07f1,c6137fbe-c5ef-4572-9e3a-3261e9acaca0,fcidump.VO_vdz.c6137fbe-c5ef-4572-9e3a-3261e9acaca0,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.VO_vdz.c6137fbe-c5ef-4572-9e3a-3261e9acaca0.gz,19:42.0,1,8035.588136,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,25,9,20.0,5.196152423,64.0,2.0,0.5,0.8,0.6,13,1,4.0,3.376388603,81,6.008259415,8,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,63d014e9-8e0a-47bc-b765-f080100e325b,effea241-7e09-495d-ae32-cd8e752a8f8b,FCIDUMP_L_16_Nf_4_U_4.0_ms_2.effea241-7e09-495d-ae32-cd8e752a8f8b,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_4_U_4.0_ms_2.effea241-7e09-495d-ae32-cd8e752a8f8b.gz,18:34.4,1,0.030166,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
88,2381479,186863,1926358.013,613009.919,7052.926242,37.27595016,1.01e-08,0.001555943,0.092478835,79,1,33.57286004,15.54580995,4532897,6.79568826,5,79,802,37.84729434,d712afaf-6ec4-42d9-b5fd-1edee3ec1046,O_1,64122cc6-e1bb-4c11-8d00-2189d27194f1,3b587c2c-9579-4c7b-8b3f-e00c69c42981,fcidump.O1_vqz.3b587c2c-9579-4c7b-8b3f-e00c69c42981,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.O1_vqz.3b587c2c-9579-4c7b-8b3f-e00c69c42981.gz,49:05.9,1,5344.056745,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
89,345666,36928,277327.7,88801.69212,2522.27885,13.07457466,1.02e-08,0.003916801,0.105834837,60,1,25.83942891,11.78844269,643965,17.1736401,14,60,700,13.35834203,9bd9cde6-6daa-441a-984e-ae1c1c051e91,n2_0,666185aa-b65d-4f73-8846-ae9693388d9d,48512c28-04a3-4e3b-b6b2-3e4b654c1887,fcidump.n2_cc-pVTZ.48512c28-04a3-4e3b-b6b2-3e4b654c1887,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n2_cc-pVTZ.48512c28-04a3-4e3b-b6b2-3e4b654c1887.gz,39:21.6,1,1237.411552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,219932,42940,181687.3333,52435.35381,465.3902277,2.265621484,1.05e-08,0.001168829,0.01753544,36,1,16.4270961,7.093157079,398169,17.5574675,50,36,528,5.228179506,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,blue_dimer,6713517a-ab65-4381-aae1-0839dcd6c1a0,af9d6a83-7898-4c13-80eb-a83a533ebf2d,fcidump.49_2_noncan_0.2_new.af9d6a83-7898-4c13-80eb-a83a533ebf2d,sftp://sftp.l3harris.com/gsee/fcidump.49_2_noncan_0.2_new.af9d6a83-7898-4c13-80eb-a83a533ebf2d.gz,27:35.9,1,446.992111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,37357,10681,31316.3913,8369.820931,121.1565715,1.386522429,1.28e-08,0.001877931,0.021223692,23,1,11.16431583,4.496936992,64517,10.7788886,32,23,256,3.681105897,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,ru_macho,68db6781-dd54-43c4-b667-7b754c4d5cdb,0d7e4a74-fd11-46e3-ba22-044a7ebc54c7,fcidump.3_ts_ru_macho_co2_noncan_0.2_new.0d7e4a74-fd11-46e3-ba22-044a7ebc54c7,sftp://sftp.l3harris.com/gsee/fcidump.3_ts_ru_macho_co2_noncan_0.2_new.0d7e4a74-fd11-46e3-ba22-044a7ebc54c7.gz,06:17.2,1,75.269066,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
92,25,9,20.0,5.196152423,48.0,1.0,0.5,0.6,0.2,13,1,4.0,3.376388603,81,6.900354018,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,69141746-d69a-420a-bb6d-c4757dd181bc,5589b026-97bf-4c09-9a1c-396e43db12e3,FCIDUMP_L_16_Nf_5_U_2.0_ms_2.5589b026-97bf-4c09-9a1c-396e43db12e3,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_2.0_ms_2.5589b026-97bf-4c09-9a1c-396e43db12e3.gz,17:57.2,1,0.031368,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
93,25,9,20.0,5.196152423,48.0,1.0,0.5,0.6,0.2,13,1,4.0,3.376388603,81,7.280565259,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,6a495f07-1a27-4ff1-b428-045e99d471d9,54221e8e-23c1-40a1-835a-23e14d5dbced,FCIDUMP_L_16_Nf_5_U_2.0_ms_0.54221e8e-23c1-40a1-835a-23e14d5dbced,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_2.0_ms_0.54221e8e-23c1-40a1-835a-23e14d5dbced.gz,17:54.6,1,0.029394,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
94,941228,77152,757740.6364,238508.0365,4961.025577,27.95468146,1e-08,0.002755137,0.128869545,88,1,37.03180747,17.57337842,1800647,19.54199921,15,88,951,39.99027265,33c9a058-7a67-454c-856c-2519ba55b44d,Fe_1,6ab8d16c-b8f3-4780-b278-dad81646ca8c,b9615d62-11ee-49f7-8df4-df94466b2211,fcidump.Fe1_vtz.b9615d62-11ee-49f7-8df4-df94466b2211,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Fe1_vtz.b9615d62-11ee-49f7-8df4-df94466b2211.gz,37:13.9,1,4322.670737,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False
95,106848,24434,88736.13333,24919.20279,285.4179385,32.42403336,1.01e-08,0.001501607,0.079300214,30,1,14.00543996,5.893594779,190076,11.46256826,48,30,425,5.722904599,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,mn_mono,6c39d3a7-c71a-4049-a8c7-3a3a4b61d8da,28a7820f-63fe-4920-aeec-a7ffe7e55d83,fcidump.60_5_16_noncan_0.2_new.28a7820f-63fe-4920-aeec-a7ffe7e55d83,sftp://sftp.l3harris.com/gsee/fcidump.60_5_16_noncan_0.2_new.28a7820f-63fe-4920-aeec-a7ffe7e55d83.gz,37:33.9,1,213.627766,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
96,500396,56912,408480.6667,121427.7127,1480.484136,12.3073756,1e-08,0.001591773,0.058272124,54,1,23.71606466,10.84132837,930086,14.74825184,12,54,501,19.90900933,18e1973e-d6cf-48d6-9ca4-c1af21ff7c98,V_1,6d0f8edd-507f-43d5-9960-9ad49532ee42,cf7aa422-2b82-4d7c-a031-8923e1fc8a41,fcidump.V1_vdz.cf7aa422-2b82-4d7c-a031-8923e1fc8a41,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.V1_vdz.cf7aa422-2b82-4d7c-a031-8923e1fc8a41.gz,18:21.7,1,1124.699978,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False
97,121657,27055,100938.9355,28492.60045,333.3344859,32.49176505,1.02e-08,0.001535028,0.074609192,31,1,14.40975446,6.093564432,217153,11.65010706,50,31,455,5.941613495,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,mn_mono,6e617348-d0b3-4b6d-9923-ea54ba5cf751,ea55abec-8253-445d-85fa-914948b5e5a5,fcidump.66_5_15_af_noncan_0.2_new.ea55abec-8253-445d-85fa-914948b5e5a5,sftp://sftp.l3harris.com/gsee/fcidump.66_5_15_af_noncan_0.2_new.ea55abec-8253-445d-85fa-914948b5e5a5.gz,05:23.0,1,249.481576,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
98,175374,36002,145112.1176,41540.08503,389.3479878,2.452030892,1.17e-08,0.001232695,0.021574367,34,1,15.62069457,6.693251569,315852,15.43951178,50,34,480,5.027537739,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,blue_dimer,742be33c-0982-4b06-b324-1d86242e28d9,7db0f859-073f-46af-9325-016a67229a4b,fcidump.40_1_ts_noncan_0.2_new.7db0f859-073f-46af-9325-016a67229a4b,sftp://sftp.l3harris.com/gsee/fcidump.40_1_ts_noncan_0.2_new.7db0f859-073f-46af-9325-016a67229a4b.gz,17:46.4,1,351.134477,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,13608,3496,10825.18182,2877.518164,257.4382014,6.168503648,2.23e-08,0.010693176,0.138076226,22,1,9.892170301,4.249967682,24076,4.529943402,5,22,164,10.05268601,d712afaf-6ec4-42d9-b5fd-1edee3ec1046,O_1,752966e5-7de7-4506-82ae-6b22cd54b1c1,0767fb16-25bd-4f1c-b134-6b536191b36e,fcidump.O1_vdz.0767fb16-25bd-4f1c-b134-6b536191b36e,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.O1_vdz.0767fb16-25bd-4f1c-b134-6b536191b36e.gz,32:51.9,1,30.226281,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False
100,25,9,20.0,5.196152423,112.0,5.0,0.5,1.4,1.8,13,1,4.0,3.376388603,81,7.280565259,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,760ef1da-42a2-4af4-a1be-62e2203e1327,94fbcc3e-873b-49f4-9972-39a397b93e51,FCIDUMP_L_16_Nf_5_U_10.0_ms_0.94fbcc3e-873b-49f4-9972-39a397b93e51,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_10.0_ms_0.94fbcc3e-873b-49f4-9972-39a397b93e51.gz,18:26.5,1,0.029312,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
101,175322,35994,145076.4118,41523.77269,342.9936635,2.342620544,1e-08,0.001086203,0.020421324,34,1,15.62070855,6.693541819,315774,15.43951178,50,34,476,4.892596202,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,blue_dimer,765594e5-44ac-41a2-89a7-f2ac03536379,727ab190-e399-4bb6-a9b3-20ae57789bac,fcidump.44_1_star_noncan_0.2_new.727ab190-e399-4bb6-a9b3-20ae57789bac,sftp://sftp.l3harris.com/gsee/fcidump.44_1_star_noncan_0.2_new.727ab190-e399-4bb6-a9b3-20ae57789bac.gz,23:35.4,1,348.089972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,76115,14107,62354.03448,17859.55904,399.5719536,4.617778764,1.01e-08,0.003001705,0.056248216,29,1,13.5842467,5.605743674,133116,10.14930381,10,29,293,7.913610008,127cfea5-8a7d-45a0-9012-949816a0b8d9,n_h3_0,77c3a92c-066c-4043-a4a1-5e8324014d0b,9820e181-088a-4b00-8a14-8cafb952ccdd,fcidump.n_h3_cc-pVDZ.9820e181-088a-4b00-8a14-8cafb952ccdd,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n_h3_cc-pVDZ.9820e181-088a-4b00-8a14-8cafb952ccdd.gz,26:51.5,1,169.068872,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
103,958474,83824,776969.5455,243678.6967,4123.882327,20.53471076,1e-08,0.002246175,0.097317428,88,1,37.24122229,17.55147011,1835959,13.9607254,10,88,905,28.80307694,c6ab4ddb-efe8-46d6-9fc4-90901c08d9a7,Sc_1,78d5e5ba-0b2c-4cfe-92c5-f1c749150015,adfdddd9-6ebe-4661-8bd8-c8810f117a6a,fcidump.Sc1_vtz.adfdddd9-6ebe-4661-8bd8-c8810f117a6a,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Sc1_vtz.adfdddd9-6ebe-4661-8bd8-c8810f117a6a.gz,32:04.0,1,3625.327332,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
104,2902153,312263,2363747.435,729751.6949,1531.583831,1.826102198,1e-08,0.00027869,0.005467029,69,1,29.67774221,13.69419454,5495654,36.72557893,90,69,1102,6.164203945,90d4e4fc-1216-4846-b45f-198c0530e29b,mo2_n2,79b74ad4-afa8-458f-87a3-a5ec339056c6,9cba211b-820c-4ad4-a050-336e8049e1c7,fcidump.15_1_lut_react_noncan_0.2_new.9cba211b-820c-4ad4-a050-336e8049e1c7,sftp://sftp.l3harris.com/gsee/fcidump.15_1_lut_react_noncan_0.2_new.9cba211b-820c-4ad4-a050-336e8049e1c7.gz,25:43.5,1,6194.015853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,106820,24426,88719.8,24913.55262,2670.457252,75.5669319,1.05e-08,0.014051562,0.755306132,30,1,14.0049251,5.89384993,190048,11.54724382,48,30,73,11.05704639,bf3fb654-72c7-4fd4-bfd1-9ffef5aaebd8,planted_solution_0010,7cc1ed5c-0dcb-4315-9e51-2ae94b5cdd02,eea867d0-285e-462d-94ab-15579c782be7,fcidump.planted_solution_0010.eea867d0-285e-462d-94ab-15579c782be7,sftp://sftp.l3harris.com/gsee/planted_solutions/fcidump.planted_solution_0010.eea867d0-285e-462d-94ab-15579c782be7.gz,52:59.8,1,213.960342,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True
106,7253550,403084,5795566.909,1911867.726,11005.22242,48.68347856,1e-08,0.000789917,0.065432799,110,1,45.75847016,21.66299962,13932118,21.00544937,14,110,1318,25.99828898,1c3155e0-3679-4eff-bed0-57a1082672c3,c_o_0,7ea61c79-c0e5-453b-8fd0-b176cb8821a7,0c547725-1536-47b8-98f9-ed1384ceb939,fcidump.c_o_cc-pVQZ.0c547725-1536-47b8-98f9-ed1384ceb939,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c_o_cc-pVQZ.0c547725-1536-47b8-98f9-ed1384ceb939.gz,18:00.2,1,16685.83389,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,521436,61564,423105.6667,127391.7302,1986.810992,16.09938416,1e-08,0.00203874,0.068623104,54,1,23.44487029,10.75198207,974530,19.45148626,19,54,518,28.13610018,1448d27d-bfa9-470f-a6c8-864a295b66f4,Cu_0,7f0518e8-e2c8-4912-8268-4de4cd504084,48434e2f-f09e-474e-b98c-af180386a258,fcidump.Cu0_vdz.48434e2f-f09e-474e-b98c-af180386a258,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cu0_vdz.48434e2f-f09e-474e-b98c-af180386a258.gz,09:38.8,1,1105.721985,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
108,25,9,20.0,5.196152423,49.2352,1.0772,0.5,0.61544,0.23088,13,1,4.0,3.376388603,81,7.280565259,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,7f9dce03-6492-4ed4-84af-a366c7aa4963,0986452e-c6f6-44f9-af65-a07d79cddd4d,FCIDUMP_L_16_Nf_5_U_2.1544_ms_0.0986452e-c6f6-44f9-af65-a07d79cddd4d,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_2.1544_ms_0.0986452e-c6f6-44f9-af65-a07d79cddd4d.gz,18:05.2,1,0.037124,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
109,532667,85259,437511.0889,129821.7936,642.7280105,2.157121638,1.05e-08,0.000654498,0.011599429,45,1,20.04853175,8.892861826,982018,21.7267196,64,45,805,5.623278313,8a3787cc-d3d0-42a8-d9a9-7de2aed45208,mo_n2_pincer,7fc4c1d7-3469-40a3-9cd8-4354b6acf01d,f7797f63-30ab-40e0-8ca6-042c9aa932b4,fcidump.29_2_noncan_0.2_new.f7797f63-30ab-40e0-8ca6-042c9aa932b4,sftp://sftp.l3harris.com/gsee/fcidump.29_2_noncan_0.2_new.f7797f63-30ab-40e0-8ca6-042c9aa932b4.gz,00:48.8,1,1118.544073,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,34918,7596,28345.42857,8354.52399,226.9382393,9.295023087,1.5e-08,0.003745473,0.072838575,28,1,13.09905925,5.328235002,60591,11.15208347,12,28,243,9.800225865,e48e7467-1fcd-478b-a599-f4ce881c57b9,li_f_0,80043b93-039c-4d5a-abcb-84b8f25f7abb,19cf5a4d-e90f-4ab1-a062-b20089724a63,fcidump.li_f_cc-pVDZ.19cf5a4d-e90f-4ab1-a062-b20089724a63,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li_f_cc-pVDZ.19cf5a4d-e90f-4ab1-a062-b20089724a63.gz,08:53.7,1,77.928652,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
111,25,9,20.0,5.196152423,112.0,5.0,0.5,1.4,1.8,13,1,4.0,3.376388603,81,6.008259415,8,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,80d23438-84c9-4f68-841e-d39a0aa5779f,0bafc6da-d16e-4546-948a-23b6b0f65473,FCIDUMP_L_16_Nf_4_U_10.0_ms_2.0bafc6da-d16e-4546-948a-23b6b0f65473,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_4_U_10.0_ms_2.0bafc6da-d16e-4546-948a-23b6b0f65473.gz,18:18.6,1,0.031034,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
112,11646,3334,9671.833333,2564.478369,258.7928684,6.062610398,1.65e-08,0.012831856,0.12889304,24,1,11.50952003,4.745549347,20169,9.256859606,10,24,220,8.694990384,9b8083ab-ea59-47db-894c-95a0d2ba3cb6,h2_o_0,80d75334-b878-41ec-99a8-b21277f3df60,96954db2-ef3e-47fd-82f8-2ac3cbfd6c17,fcidump.h2_o_cc-pVDZ.96954db2-ef3e-47fd-82f8-2ac3cbfd6c17,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_o_cc-pVDZ.96954db2-ef3e-47fd-82f8-2ac3cbfd6c17.gz,23:26.7,1,29.678805,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
113,7,5,6.714285714,0.699854212,33.4779158,1.3912797,0.5,0.797093233,0.42015328,14,1,2.238095238,2.670914983,43,5.561535461,8,14,14,0.0,c2009f9f-4738-4919-9295-5f9231ca5199,hubbard_chain,80ffb085-d71a-45fc-a268-b6a2c1ce3f6c,6efad3d2-c890-48c9-832a-22f1848aaa9d,FCIDUMP_L_14_Nf_4_U_2.7825594_ms_2.6efad3d2-c890-48c9-832a-22f1848aaa9d,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_14_Nf_4_U_2.7825594_ms_2.6efad3d2-c890-48c9-832a-22f1848aaa9d.gz,17:14.4,1,0.020342,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
114,405126,68986,333310.8571,98116.92827,491.1649996,1.703567454,1.02e-08,0.000661095,0.010578396,42,1,18.84235023,8.292842356,742958,21.44625808,56,42,714,5.24060254,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,ru_macho,842d2152-2f91-4dce-b088-7ed26afb2381,73ae455f-a729-4fac-a626-5654b03c1ef5,fcidump.6_ts_ru_macho_melact_noncan_0.2_new.73ae455f-a729-4fac-a626-5654b03c1ef5,sftp://sftp.l3harris.com/gsee/fcidump.6_ts_ru_macho_melact_noncan_0.2_new.73ae455f-a729-4fac-a626-5654b03c1ef5.gz,27:35.6,1,832.452655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
